unknow	5000万,投资游戏该有多好!【游戏智库每周游报】 休息两天,娱乐一点感谢阅读 游戏智库每周游报!文/裕二、小胖5月第一周可谓“高潮迭起”。特别是空空狐撕逼周亚辉的事件(不明觉厉的同学请搜索“空空狐”关键字)。最新的进展,据说美女创业者给干妈开5W月薪,狂买LV,烧光投资人5000万,还挪用公司资金买了最贵的医疗保险……而最最新的进展是,余小丹在5月7日再次发声,对周亚辉的指责,包括投资人5000万是否悉数到账、干妈的身份、晒包的原委等作出9条回应。对于此事件,小编不宜评论,但是“5000W”,若放在游戏圈,可以养活多少个有情怀、有想法的创业团队啊!所以,今后周董投资,还是投咱们游戏大家庭吧!这里的人民热烈欢迎!如今这个大家庭愈发壮大,据不完整统计,游戏概念股已经来到了200多只,而网络上最近流传出了证监会对游戏类公司IPO指引内部稿。5月3日,网传证监会《关于网络游戏类公司IPO指引》内部稿流出,文件对网络游戏类公司IPO的绩效指标、财务信息、风险披露等各项审查指标做出了较大改动。就在传闻引发种种猜测之时,5月4日,相关证券机构向证监会相关部门人士求证获悉,求得的真相是这些传闻均与事实不符。有关部门表示,IPO审核过程中,对拟上市企业财务门槛和辅导期的要求均无变化,为了整体提高上市公司质量,严防“病从口入”,在新股发行常态化的同时,发行审核“严把关”也在成为常态。在此,小编必须插入一则“广告”。近年来,个别组织和个人在通过新媒体方式提供新闻信息服务时,存在肆意篡改、嫁接、虚构新闻信息等情况。国家互联网信息办公室5月2日发布了新的《互联网新闻信息服务管理规定》,明确了互联网新闻信息服务的许可、运行、监督检查、法律责任等,并将各类新媒体纳入管理范畴。该管理规定将于6月1日起施行。幸好,现在还没到6月1日……除了网信办发布的新规定,文化部出台的《文化部关于规范网络游戏运营加强事中事后监管工作的通知》已经不是什么新闻了。在2017年5月1日之后,游戏厂商需要进行对用户实名制,加强未成年人网络游戏监护,并且公布游戏中开箱抽卡或强化的概率。 为了响应国家号召,已经有N款游戏公布了掉率,还有N+1款游戏正在酝酿。《英雄联盟》也公布了最近一次海克斯战利品活动的爆率。公告显示,战利品活动中,永久皮肤的奖励概率为29.255%,召唤师图标和守卫皮肤的概率都为2%。有玩家认为这个概率没有任何价值,没有感受到这么高的奖励概率,还有玩家就概率的计算方法争论个你死我活。其实,小编有一招能够化解恩怨——别入坑!!!在上月,有位外国网友Khemist49在eBay上淘东西时发现了一箱名为“暴雪杂货”的商品,看看价格挺便宜就买了下来。结果到货以后他意外地发现其中居然有一张《星际争霸》最终版源代码盘。这张源代码盘生产于1998年,由于源代码往往属于机密级信息,毫无疑问这是普通玩家几乎不可能入手的稀罕藏品。在纠结该如何处理这张光盘的问题上,已经快要把这位小哥逼疯了。暴雪官方得知了这一事情之后也马上联系了他,官方法律团队请他交还这张光盘,因为这其中包含“知识产权和商业机密”。对此他也寻求了法律建议,最终他决定把这张光盘交还给暴雪公司。尽管整个过程让Khemist49纠结不已,不过结果却相当惊喜:暴雪送了他一份《守望先锋》游戏,还赠给他价值250美元的战网点,除此之外暴雪还专门致电Khemist49,邀请他去参加今年的暴雪嘉年华。起初这位小哥可能因为该不该自留这份稀罕藏品而纠结,最终还是决定归还,而官方为了奖励这位小哥也送上了一份大礼并邀请他去参加今年的暴雪嘉年华。不知道如果是你淘到这稀罕藏品会怎么解决呢?不论怎么样,由此可见暴雪官方还是挺疼粉丝们的。暴雪之所以被称为“爸爸”,那是因为对全世界玩家的贡献,特别是在电子竞技领域。游戏智库前两周报道了中国传媒大学艺术类招生新增数字媒体艺术专业(数字娱乐和电子竞技方向)的新闻,这不,连上海体育学院也按耐不住了。上周,在“电子竞技”入选2018年雅加达亚运会的消息发布后,就有消息透露,上海体育学院中体育播音与主持专业即将开办“电子竞技解说”的专业方向。而且在此基础上,还将正式申办本市高校中第一个“电子竞技”专业。或许在许多家长眼里,电子竞技等同于打游戏,纯属不务正业,新专业的开办势必引来一番争议。不过值得注意的是,电竞市场的确是逐年扩大的,有数据表明,到2021年时中国游戏市场的规模可能会从2017年的260亿美元增长至350亿美元(约合人民币2413亿),可见规模之大。玩游戏的人在整个中国人口中占到了44%,并且这一比例到2021年时,有望继续扩大到54%,而届时游戏玩家在中国的互联网用户中所占的比例则接近于90%。不论是开发商和游戏发行商,如果可以很好了解这些玩家群体的特性,都将是一个巨大的机遇。这个机遇不单面向游戏厂商,对于网吧老板其实也一样。随着《阴阳师》《王者荣耀》成为现象级手游,在手机上玩游戏不再被认作小打小闹,足以与PC端游分庭抗礼。近日,有些网吧看到其中商机,专门在网吧开辟了手游专区,以满足顾客多样化的游戏需求。在手游专区中,可以看到许多玩家用手游模拟器在PC上玩《王者荣耀》,除此之外玩家也可以通过手游手柄玩手机游戏。在部分网吧的手游专区中,甚至没有PC,玩家自带手机,只需提供Wi-Fi和充电即可。网吧从以前的大脑袋机器,到趋于稳定的网咖模式,再到现在的“手游专区”,可见网吧也在与时俱进追随时尚的潮流啊! 说到时下最火爆的手机游戏,那必然非《王者荣耀》莫属。相信许多玩家都在《王者荣耀》的深坑中越走越远了.......接下来要说的这位小伙可谓是真的上脑了。据媒体报道,广州的暨南大学附属第一医院近日收治了一位因为沉迷王者荣耀诱发脑梗而入院的小伙子!年仅17岁的小刘(化名)是王者荣耀的资深粉丝,为了冲到荣耀王者段位,他窝在宿舍床铺上连续开黑,激战40多个小时,中间闭眼3小时且只靠着外卖小哥随便应付了一顿饭!完成目标,结束游戏的他突然发现自己头晕、头痛,连站也站不稳。意识到身体情况很不妙后,他才前往番禺某医院进行紧急处理,后因症状继续加重转入暨南大学附属第一医院。专家经过核磁共振检验和腰椎穿刺后,最终确认小刘患的就是脑梗。虽然小编也经常因为排位系统上脑,好不容易还差一颗星升段,结果输了一局,那个多巴胺就上来了。但是在此还是希望所有的游戏玩家,在娱乐的同时也要把控好休息时间,远离“上脑”。 《王者荣耀》在国内可谓是大红大紫,如今就连歪国人都招架不住这个诱惑,在小编的身边,也有许多外国友人在玩这款游戏,而且还挺6。虽然官方表示不会出国际版,但是不少歪果仁为了玩《王者荣耀》真的是煞费苦心。除了翻墙下载以外,为了能好好的玩游戏,老外们也是使出浑身解数去学习中文,目的除了能跟队友有更好的沟通以外,最重要的一点是!!!能够在游戏中喷一喷那群送人头的菜鸡队友。聊到最后,小编突然发现本周《王者荣耀》出现频率有点高。没办法,谁让它是全球收入第一呢……按照这个趋势,说不定在N年以后,《王者荣耀》或许能够进入“世界电子游戏名人堂”也说不定。科普一下,“世界电子游戏名人堂”这个奖项,是由美国Strong国际娱乐博物馆在2015设立,表彰街机、家用主机、PC、掌机和手机等全平台游戏在人气、影响力等方面的成就。2017年5月4日,设于纽约罗切斯特的Strong博物馆公布了最新一期获奖名单,分别是:《大金刚》、《光环:最后一战》、《精灵宝可梦:红/绿》和《街头霸王2》。小编特地翻了一下往年进入游戏名人堂的作品,有《毁灭战士》《GTA3》《塞尔达传说》《俄勒冈之旅》《吃豆人》《Pong》《模拟人生》《索尼克》《太空侵略者》《超级马里奥兄弟》《俄罗斯方块》和《魔兽世界》。算上本届获奖的四款产品,小编发现历史最悠久的《大金刚》发行于1981年,也是宫本茂的起航之作。言外之意:“情怀当道,国产尚早!”当然,小编作为爱国者,还是希望有朝一日能够有中国的产品登上传奇的殿堂!如何联系游戏智库订阅:直接查找“游戏智库”或“GameTHK”关注我们商务合作:欢迎咨询“游戏智库-思思” QQ:2819435219投稿邮箱:请发送至 ed@gamethk.com下载游戏智库APP:1、进入游戏智库微信公众号首页2、点击“智库形色”菜单3、点击“iOS下载”或“安卓下载”游戏智库成立于2014年10月,是一家立足于国内游戏市场,同时放眼海外的游戏行业新锐媒体。游戏智库面向游戏开发者、发行商、渠道、媒体、投资人及产业链相关人士,为他们提供国内外最具价值的资讯、数据。通过先进的产品形态,做甲乙双方之间最坚实的桥梁。
unknow	LOL：S7入围赛赛程公布，粉丝劝导WE：每个队伍都当作SKT打！ 北京时间9月15日，英雄联盟官方公布了2017全球总决赛入围赛的正式赛程。入围赛中有LPL的三号种子WE战队参加。赛程一出，WE的粉丝们也纷纷跑到WE的官博下“谆谆教导”WE要每一场比赛都认真打！WE的比赛被安排在23日和24日。看到这个消息购买了25日26日票的WE粉丝有点抓狂了，在微博上都想换票。不过大部分的粉丝都还是在微博上为WE加油，并告诉WE每一场比赛都要当作BO5的最后一场打！每一个对手都要当作SKT来打！还有来自友军的“毒奶”。按照WE的实力来说，WE要想从入围赛中突围胜算还是比较大的，不过仍然要小心。毕竟在B01中什么事情都有可能发生。如果在淘汰赛中遇到FNC C9等队伍也不是很好打的。希望WE可以像粉丝们建议的一样每一个对手都当作SKT来对待吧！
unknow	LOL世界总决赛: 国外网站排PP榜, WE六人全部上榜康帝非野位第一 2017年英雄联盟世界总决赛的入围赛的赛程刚结束不久，LPL赛区的三号种子WE战队也顺利进入到今年世界总决赛正赛的小组赛中。并且WE运气不错，小组赛被分组到运气相对最弱的一个小组，在D组比赛中希望WE能够打出LPL赛区应有的风采。而本次世界总觉赛正赛将于10月5日正式开始，LPL赛区加油！最近在入围赛结束之后，国外知名数据网站BEST.GG给出了入围赛阶段各个位置选手的场均PP（表现分）榜排名。在榜单中，WE战队的六名成员全部上榜，当之无愧地成为入围赛中最强的战队。在上单位中，WE战队的腿哥957依旧凭借自己稳定的上单表现占据上单榜的第一名。在WE战队中，957是队伍最为稳定的一个位置，虽然有时不是特别出彩，但是却最让人放心。在入围赛中的对手实力相对较弱，957之后肯定还要碰到世界顶级上单，到时候才是真正考验他的时候。在打野位上，令小编吃惊的是，康帝的表现居然没能让他排名第一，而他只能以场均165的pp值排名第二，第一名被C9的打野夺走了。在WE入围赛7局比赛中，CONDI拿下了其中的三局比赛的mvp，还不包括第一天对阵GMB连续带节奏扳回队伍劣势，最后抢下大龙的酒桶。不过condi最为亮眼的还是淘汰赛第二局中，ez打野的一场比赛两次抢大龙完成翻盘。不过令小编担心的是，虽然有抢大龙的光芒，但是ez打野的套路效果貌似不怎样，WE战队还要再钻研一下，特别是在正赛时选出来要慎重。在双C的位置上，兮夜在中单选手中排名第二，场均pp值高达186，而WE战队的ADC选手mystic场均pp值为193，在竞争激烈的AD选手排名并列第三。不过WE战队的双C火力确实很猛，击杀数在入围赛所有选手中排名第二和第三名。对于mystic的实力和稳定性，小编觉得还是挺值得信赖的，并且下路位置是双人组，但是中单选手兮夜在之后正赛的发挥确是让小编担心的。毕竟世界总决赛中，很多战队的实力最强选手和carry重心点都是在中单位置上，兮夜能否顶住压力避免自己成为对方的突破口是WE取胜的关键。而在辅助位上，WE战队更是有两员大将上榜，其中ZERO更是排名第一，而BEN排名第四。在辅助位上，WE战队可以有两种选择，ZERO选手大赛经验丰富比赛状态还不错，BEN选手作为首发辅助和队伍打的比赛多，之间的磨合默契更好。希望WE战队在正赛中的表现能够让观众折服，让我们在世界赛场上再次听到那句话。
unknow	王者荣耀首个非人型英雄梦奇上线 会变形的龙猫？ 在创造一系列人型英雄之后，《王者荣耀》终于打算推出非人型的原创英雄了。在刚刚更新的体验服当中，《王者荣耀》上线了一个外表看起来很像龙猫的英雄——梦奇。从技能上看，梦奇应该是一个法系且有着不俗自保能力的法系英雄。 虽然外表很奇特，但梦奇的技能却是中规中矩，一个被动技能+三个主动技能的组合。    如图所示，梦奇的被动技能目前暂名为食梦，在减少移动速度的同时，会提升普攻、物防、法防、回血值、技能范围。而最有趣的是，这个被动还会让梦奇有“变身”的效果，使用技能前的梦奇和使用后的梦奇，身材会大幅度缩水。另外，从效果来看，被动的效果也会让梦奇对普攻产生较多的依赖，想要玩好梦奇，或许需要合理分配技能与普攻的衔接。    梦奇的一技能为梦境萦绕，简单来说这其实就是一个法师护盾，有点像王昭心的被动技能冰封之心，护盾被打破时除了造成法术伤害外还会给敌人带来大幅度的减速。虽然目前减速的时间只有1.5秒，但对脆皮的法师来说，残血极限逃生也就是这一瞬间的事。    梦奇二技能梦境挥洒同样是个有趣的技能，梦奇扔出去的噩梦会给敌人造成伤害和减速，但被梦奇碰到的话，还能将其回收。对需要依靠噩梦来刷输出的梦奇来说，想要玩好这个英雄，大概需要好好分配每个噩梦的输出和收回时间了。    从介绍上看，梦奇三技能梦境漩涡是一个自带定向位移的技能，释放大招之后，除了造成法术伤害和减速之外，如果梦奇有其他动作，就会被位移进漩涡的中心地带，并给中心处的敌人带来击飞和伤害效果。需要注意的是，这中间损耗的噩梦依然可以回收，所以，想要让梦奇的输出持续下去，那么对噩梦的把控将会是关键。 从目前情况看，《王者荣耀》官方暂未透露梦奇登陆正式服的确切时间，也可能只是作为一种新英雄方向的试探。但是这种英雄的登陆无疑透露了一个信号：《王者荣耀》大概正在加大对各类原创性英雄的创造力度。 那么你们猜接下来会不会有熊猫一样的英雄登场呢？
unknow	付出等于收获！又一只神威组力劈神宠诞生了 首先感谢玩家小伙伴对我们的支持，我们前几天的对特殊技能攻宠的介绍，引起了好多玩家对力劈神宠的钦慕。今天就有玩家亲自拿了自己的任务宠来合宠，而且一下子就是两组高质量的合宠，大家一起来看看。这4只宠物，随便一只都是独当一面的好宠，玩家真的是高成本合宠，羡慕至极；玩家已经标号序号了，1&amp;1合宠，没有重复技能哦；第一只就出成就了，成长1.3，真的要炸了；第二只也是炸了，虽然两只宝宝有2个技能重复，但是7+3=10，这次就对了，出了个10技能的成就；玩家一下子就得到了2个很难的成就，恭喜玩家；我们来看第一只，结果，只是资质上的好看，技能上5+5却等于2。。。。。。我们重点来看第二只，已经拿到10技能的成就了，我们重点来看资质，成长1.268，很高，不错哦；还好不是须弥宠，如果是的话，这法资要刷新底线了；最后看攻资，位数是34，那到底是1034还是1534呢？答案揭晓，攻资1534，玩家悬着的心放下一大半了；那悬着的另一半心就是技能里有没有力劈呢？前四个，没看到；终于在最后，看到了力劈技能，这波玩家真的单车变摩托，又一直神威组力劈神宠胚子诞生了，恭喜他。是不是看得热血沸腾？你也快来试一下。更多精彩内容，敬请关注我们梦幻西游电脑版一点号，请点击头上面的关注按钮关注我们，我们会每天为您提供最及时最有趣的梦幻西游内容。
unknow	LOL外卡选手辱骂UZI 粉丝吐槽：求求你现出线 一位来自贴吧的大神爆料，外卡DW战队的打野选手曾嘲讽LPL皇族职业选手UZI“没有脑子”！短短两个小时之间，就引发了数百观众的吐槽。今天晚上九点的时候，一位来自贴吧的大神爆料，外卡DW战队的打野选手曾嘲讽LPL皇族职业选手UZI“没有脑子”！短短两个小时之间，就引发了数百观众的吐槽。在今天的比赛，我们都有目共睹，C9与DW的入围赛中，C9打野豹女与DW打野之间的博弈，就像大人打小孩一样，野区无限养猪，线上更种捉崩，节奏不断。看一下C9打野前十分钟做的事情，再对比一下DW打野前十分钟，观众表示，你一个连入围比赛都打不好的人，被养猪就算了，还嘲讽UZI，真是够了！虽然UZI在最近的比赛中表现并不太好，但是他早已不是那个爱死拼的勇猛少年，细心的人都发现，UZI现在的打法更偏向于团队，经常会配合团队牺牲自己。最明显就是与小虎之间的资源互让，基本上小虎和UZI都需要发育的同时，UZI总会将自己的那部分资源让给小虎，这是大家都能看到的事情。如果还在说UZI没有脑子，真的只能说明，你有多久没有看比赛了！
unknow	盘点几款比王者荣耀好玩的游戏，王者荣耀到底还能活几年？ 从原来按键手机上的贪吃蛇，彩色魔方到现在智能手机的王者荣耀，欢乐斗地主，我们也只能惊叹技术的越来越发达了。还记得那被王者荣耀支配的恐惧吗？每晚的宿舍，餐厅的饭桌上，到处都能看到拿着手机玩王者荣耀的人，但是现在的手游只有王者荣耀了吗？NO！下面这些游戏可能很多人都没听过，但它们无一不是精品，一起来看看吧。1、丛林法则随着吃鸡的流行起来，很多开发商都将开发的重点往这个方向倾斜，而这款《丛林法则》，开发商十分直白的称这是一款手机版的《绝地求生：大逃杀》，也是由于这一点，吸引了很多的玩家。2、异次元通讯一款救人游戏，你需要一直选择回答来和她进行沟通，可以考研考验你的社交能力，像小编这样就会把天聊死。3、隐藏我的游戏这款游戏说的是妈妈把你的游戏机藏起来了，而你要则是要通过努力去找到它，有兴趣的小伙伴可以去试一试。4、我在7年后等着你一款高度自由的解谜类冒险游戏。7年前，我失去了记忆…… 唯一我没有忘记的，就是那个约定—— “我在7年后等着你……” 那是和连长相名字都想不起的某人的约定。为了取回失去的记忆的碎片 为了完成那一天定下的约定 我回到了这个小镇5、迷你世界一款高度自由的3D沙盒游戏，这里没有等级和规则限制，这里没有特定的玩法，只有破坏和创造的乐趣;你可以创建一座城市，也可以养一群小动物，还可以挑战世界的黑暗领主，又可以制造火山洪水来改变世界。6、贪吃蛇大作战还记得童年拿着按键手机玩着贪吃蛇吗？那可是满满的回忆啊，现在智能机上也可以玩贪吃蛇了，玩法差不多，不过可以联机，你要通过灵活的走位来让别人撞到你身上。上面这些游戏是非常有趣的，也不用担心队友的突然挂机，游戏体验MAX！但是游戏虽然好玩，但是工作和学习可也不要落下了。上面给大家分享了许多手机游戏，那么下面就来给大家分享一点PPT模板吧。下方评论就送，大家放心，小编免费送的。本文由办公软件“迅捷PDF转换器”发布，办公福利，文件轻松转换。
unknow	B哥:今天要干点骚事!丨BB良品 小黄瓜丨文我真怀疑我有一批假同事。 平时我带NS来公司玩,什么荒野之息、马车,那么屌的游戏,根本没人鸟我。 今天B哥不知道从哪搞了一箱指尖陀螺,结果整个公司都炸锅了。 綾酱一个人抢了20多个,转了一早上,搞得我头昏眼花。 哎,说好的游戏公众号呢?不玩游戏就算了,竟然全爱上这种东西了?我真想不明白,这个陀螺到底哪里好玩了?转一天能上分吗? 为求真相,我专门上网查了下,原来这东西在美国早烂大街了! 94年被发明、05年兴起,小孩玩、大人玩、连80多岁的老大爷也爱不释手。 youtube上400W流量的视频福布斯还专门写了篇文章,把它列入2017必备的办公室玩具。(没错,就是老统计富人排行榜的那个) 有人说指尖陀螺有助于舒缓压力,让人内心平静。 依我看这是扯淡,这不跟当年老大爷,手里提溜的保健球差不多嘛。 就是个打发时间的小东西,玩久了还容易伤身。 这不,綾酱一天啥也没写,被老大狂喷。 当然,以上这些我全跟B哥聊过,他不仅不听,还要霸占我的良品专栏做测评,连内容都想好了: 「什么才是最给力的指尖陀螺」。 给力你个大头鬼!不过鉴于B哥的认真态度,闲得实在没事儿干的兄弟,可以稍微瞧两眼,给他一点面子(B哥拍了一下午,累的满头大汗)。 反正我不给,也没空......嘿嘿! 视频扔这儿啦! 跟上期一样,老规矩。 喜欢B哥的可以去B站空间,帮他点个赞,对他的“测评”有啥不满意的,可劲在弹幕里喷(B哥贼认真,每条都会看)。进B站空间,点阅读原文就行了。 有啥想让B哥测评的小玩意儿,也可以在评论区留言。 像什么电风扇啊、蚊香啊,B哥来者不拒。 上期良品还有人喊我介绍飞机杯.......害我尴尬了好久。不过说不定B哥乐意呢,哈哈。 就这样吧,有时间多在B报里跟B哥聊聊天,孤独的游戏宅需要陪伴~~~ 回复“BB”,每天送你一个游戏大美妞
unknow	赛季末用他们两天上一段，7.20最强LOL上分英雄推荐！ 各位小伙伴大家好啊，外服已经放出了消息，拳头将会在十一月份进行赛季末结算，按照去年的情况，我们国服应该会在十一月中旬进行赛季结算，也就是说，距离结算还有差不多一个月的时间，估计还有不少玩家还没打到自己心仪的段位吧，别担心，今天我们就来推荐几个强力的上分英雄，他们都是7.20版本的上分好手，每一个都非常好用。炼金术士 辛吉德7.20版本的上单我首推炼金这个英雄，炼金已经连续好几个版本统治上单了，自从在几个月前被动重做后，炼金的表现一直都非常不错，被动有了加速效果后，直接让炼金的主动性变得更强。直到现在，还有很多玩家不了解炼金这个英雄，这一点在中低分段尤为明显，很多人并不了解炼金，更不知道该怎么应对，炼金在面对一些战士型上单时是有很大优势的，特别是一些短腿上单，炼金依靠E技能和移速就能持续的风筝敌人，像是现在很火的武器、大虫子，炼金都非常好打，而且炼金的主动性提升，无论是协助打野还是追击敌人都非常强悍，能坦能风筝，是一个非常不错的上单英雄。北地之怒 瑟庄妮既然是最强上分英雄，那打野位就一定是猪妹，在这个版本没有比猪妹更加稳定的打野了，猪妹无论是在比赛还是在路人局，她的表现都是统治级的，猪妹堪称最完美的坦克打野，清野快，控制强，坦度高，前期就具有不错的gank能力，后期坦度高，能扛很多伤害，无论是配合前期阵容还是配合后期阵容都非常不错。中期在做出熔渣和狂徒之后，猪妹就可以长时间不回家，在一些小碰撞后，敌人可能需要回家补给，但有狂徒的猪妹是完全不用的，下一子就回满了，猪妹就算是出狂徒也非常能扛，由于被动的存在，猪妹几乎不可能在开团时被集火击杀，坦度极高，如此完美的一个打野，不用怎么行。暗黑元首 辛德拉中单在经历了一波调整之后，最终还是回到了辛德拉的手上，辛德拉依然是这个版本中单最强英雄，无论是比赛还是路人局，辛德拉的统治力依然强势。辛德拉在线上的压制力强到爆表，线霸级的对线能力让她在中路横行无阻，手长，技能伤害高，控制能力强，爆发超可怕，六级就具有秒掉大多数中单的能力，而且大家经常说辛德拉中后期carry能力弱，但经过选手调整出装思路后，鬼书大面具法穿棒帽子法穿鞋的辛德拉并不会出现后期疲弱的情况，三穿+帽子伤害高的爆炸，配合满级W技能的真实伤害，别说打人了，龙都能抢，辛德拉是这个版本中单之王，想上分务必使用这个英雄。麦林炮手 崔斯塔娜视线来到下路，尽管我们已经来到了7.20版本，但香炉辅助依然是是主流，香炉辅助的出现带动了后期AD的出线，而在这批后期AD中，表现最好最稳定的英雄莫过于小炮，在八强赛第二天的比赛中，BP已经演变成了蓝色方一手必抢小炮了，有种“谁拿小炮谁赢”的感觉。确实，从英雄特性来看，小炮虽然没有老鼠那样的大招爆炸伤害，也没有大嘴W就能高额的百分比输出，但小炮所具有的均衡能力和快速推塔节奏都是其他英雄所不具备的，小炮可以带起队伍的推塔节奏，加速进入自己的强势期，在拥有三件套后，小炮的战斗力就非常不错了，小炮是这个版本最稳定的AD英雄，值得一用。来源：MISS
unknow	《寻仙》手游60红装跟65塔装对比 游戏装备选择该做怎样取舍 对于很多寻仙手游玩家来说，对于寻仙手游新出的红色装备并不陌生。红装顾名思义就是装备名字红颜色的装备，相比较于职业套装，红装的属性更高一些，而且还有一些战力的增加。此外，最明显的一个差距就是，红装可以多打一个宝石装备的孔，这是其他颜色的装备所不能比拟的优势所在。今天给安卓区一位玩家给大家展示一组红装和职业套装的属性对比图。同样的70级帽子，红装帽子的觉醒属性增加的是顺风来的狼牙棒上品属性。增加的会心几率是相同的2.2%。而职业套增加的侍女的侍奉增加会心伤害的抵抗率2.5%。同样70级的两件衣服，除了战力相差500之外，职业套的属性更加好一些。但是在觉醒属性上红装占了优势。裤子感觉相差不是那么明显，除了钱宁河伯的本分胜出之外，套装属性有所差异。鞋子的基础属性还是差距比较大的。配饰就不多做点评 。腰带的差距还是蛮大的，觉醒属性拉开了差距。最后这位玩家给出的建议综合起来就是：其实相差不大，就是多个孔，建议平民玩家直接换70套就可以了。
